Text,Label
Conducted technical interviews,Technical Recruiter
Implemented anomaly detection in logs,Observability Engineer
Developed secure bootloaders,Firmware Developer
Optimized inference on NPUs,Edge Computing Engineer
Implemented backpressure handling,Platform Reliability Engineer
Developed in Haskell,Programmer
Built with Alpine.js,Front-End Developer
Implemented CQRS with Axon,Back-End Developer
Created Expo apps,Mobile App Developer
Developed VR training simulations,Game Developer
Wrote for bare metal,Embedded Systems Engineer
Built with Tauri,Desktop Application Developer
Designed AsyncAPI specs,API Developer
Automated with SaltStack,Automation Engineer
Designed clean architecture,Software Architect
Built with Apache Camel,Integration Architect
Managed Tekton pipelines,DevOps Engineer
Implemented error budgets,Site Reliability Engineer (SRE)
Configured ExpressRoute,Cloud Engineer
Managed TrueNAS,Systems Administrator
Built with Iceberg,Data Engineer
Developed with Statsmodels,Data Scientist
Trained with JAX,Deep Learning Engineer
Deployed with TorchServe,MLOps Engineer
Created with Metabase,Business Intelligence (BI) Developer
Implemented backup policies,Database Administrator (DBA)
Automated with Robot Framework,Automation Tester
Tested with BrowserStack,Manual Tester
Implemented DAST with ZAP,Security Tester
Designed TDD practices,Test Architect
Implemented post-quantum crypto,Cryptography Engineer
Automated with Cortex,Incident Responder
Built playbooks in Splunk,SOC Analyst
Prioritized with MoSCoW,Product Manager
Managed critical path,Project Manager
Implemented Definition of Done,Technical Program Manager (TPM)
Led sprint planning,Scrum Master
Facilitated Agile games,Agile Coach
Created process flows,Business Analyst
Designed dark patterns (avoided),UI/UX Designer
Created user flows,Product Designer
Designed gesture controls,Interaction Designer
Conducted card sorting,UX Researcher
Built with Tailwind UI,Design Systems Engineer
Wrote with Docusaurus,Technical Writer
Implemented health checks,Implementation Specialist
Built integration sandboxes,Solutions Engineer
Created solution briefs,Pre-Sales Engineer
Published in arXiv,Research Scientist
Prototyped robotics,R&D Engineer
Developed with Cirq,Quantum Software Engineer
Built with Oculus SDK,AR/VR Developer
Created with Hardhat,Blockchain Developer
Built with ethers.js,Web3 Engineer
Built promotion paths,Engineering Manager
Led brown bag sessions,Director of Engineering
Managed tech debt,VP of Engineering
Led cloud migration,CTO
Managed data classification,Chief Data Officer (CDO)
Implemented DLP,Chief Security Officer (CSO)
Created API playgrounds,API Evangelist
Managed rollback procedures,Release Manager
Handled currency formatting,Localization Engineer
Integrated with NetSuite,Systems Integrator
Managed license compliance,Configuration Manager
Wrote job descriptions,Technical Recruiter
Implemented cost allocation tags,Observability Engineer
Developed with Zephyr RTOS,Firmware Developer
Optimized for IoT edge,Edge Computing Engineer
Implemented retry storms prevention,Platform Reliability Engineer
Orchestrated serverless workflows with AWS Step Functions and EventBridge,DevOps Engineer
Implemented progressive enhancement with Astro and Lit components,Front-End Developer
Built real-time collaboration tools using Yjs and WebRTC,Full-Stack Developer
Developed watchOS complications with SwiftUI and WidgetKit,Mobile App Developer
Created procedural generation systems with Houdini and C++,Game Developer
Engineered safety-critical avionics software using DO-178C standards,Embedded Systems Engineer
Built macOS menu bar apps with Swift and AppKit,Desktop Application Developer
Designed tRPC endpoints with Zod validation for type-safe APIs,API Developer
Automated compliance checks using Open Policy Agent (OPA),Automation Engineer
Architected multi-region active-active systems with Global Accelerator,Software Architect
Modeled graph databases using Gremlin and JanusGraph,Data Architect
Implemented GitOps with Flux CD and Kustomize overlays,DevOps Engineer
Conducted game days for disaster recovery planning,Site Reliability Engineer (SRE)
Deployed edge locations with Cloudflare Workers and KV,Cloud Engineer
Managed Hyper-V clusters with Failover Cluster Manager,Systems Administrator
Developed survival analysis models using Lifelines in Python,Data Scientist
Built change data capture pipelines with Maxwell and MySQL binlog,Data Engineer
Trained audio generation models with DiffWave and PyTorch,Deep Learning Engineer
Automated model monitoring with Prometheus and Grafana alerts,MLOps Engineer
Designed Sisense dashboards with ElastiCubes for operations,Business Intelligence (BI) Developer
Implemented database encryption with TDE on SQL Server,Database Administrator (DBA)
Automated accessibility testing with axe-core and Storybook,QA Engineer
Conducted supply chain attacks simulation with in-toto,Penetration Tester
Implemented OKR tracking with custom Jira dashboards,Scrum Master
Designed neumorphic interfaces with CSS variables and blur,UI/UX Designer
Wrote SDK wrappers in Rust and WebAssembly,Technical Writer
Debugged kernel panics using crash utility on Linux,Technical Support Engineer
Conducted eye-tracking studies with Tobii Pro,UX Researcher
Built layer-1 blockchain with Substrate and Rust,Blockchain Developer
Facilitated blameless postmortems and RCA sessions,Engineering Manager
Implemented memory safety checks with AddressSanitizer,Application Security Engineer
Integrated mainframe CICS with Apache Kafka,Systems Integrator
Benchmarked database performance with sysbench,Performance Tester
Designed SBOM generation with CycloneDX,Security Architect
Developed hand-tracking interactions with Mediapipe,AR/VR Developer
Implemented data lineage tracking with Apache Atlas,Data Engineer
Created glassmorphism effects with backdrop-filter CSS,Visual Designer
Automated VPC provisioning with AWS CDK in TypeScript,Infrastructure Engineer
Managed product backlog with weighted shortest job first,Product Manager
Implemented structured logging with JSON and ECS,Observability Engineer
Developed custom ROMs for Android devices,Firmware Developer
Built self-service infrastructure portals with Crossplane,Platform Engineer
Developed low-latency audio processing in JUCE and C++,Software Engineer
Implemented infinite scroll with React Query and Suspense,Front-End Developer
Built rate-limited APIs with Leaky Bucket algorithm,Back-End Developer
Created TV apps with tvOS and Swift Playgrounds,Mobile App Developer
Developed voxel engines with compute shaders,Game Developer
Wrote drivers for SPI and I2C peripherals in Rust,Embedded Systems Engineer
Built tray applications with Python and PyQt,Desktop Application Developer
Designed WebSocket APIs with Socket.io and Redis pub/sub,API Developer
Automated secrets rotation with HashiCorp Vault,Automation Engineer
Designed bounded contexts using event storming,Software Architect
Implemented canonical data models with Avro schemas,Integration Architect
Managed service mesh with Linkerd and BUOY,DevOps Engineer
Implemented budget alerts with cloud billing APIs,Site Reliability Engineer (SRE)
Configured site-to-site VPNs with IPsec,Cloud Engineer
Managed container registries with Harbor,Systems Administrator
Built feature flags system with LaunchDarkly SDK,Data Engineer
Developed graph neural networks with PyTorch Geometric,Data Scientist
Trained multimodal models combining vision and language,Deep Learning Engineer
Deployed A/B testing for ML models with Seldon,MLOps Engineer
Created Domo cards with Magic ETL,Business Intelligence (BI) Developer
Implemented point-in-time recovery with pgBackRest,Database Administrator (DBA)
Wrote mobile automation with Maestro and Detox,QA Engineer
Tested OAuth flows with OWASP ZAP scripts,Manual Tester
Implemented container scanning with Trivy,Security Tester
Designed contract testing with Spring Cloud Contract,Test Architect
Implemented lattice-based cryptography,Cryptography Engineer
Built digital forensics lab with Autopsy,Incident Responder
Correlated logs with Humio for threat detection,SOC Analyst
Created customer journey maps with Miro,Product Manager
Managed resource leveling in MS Project,Project Manager
Implemented program increment planning,Technical Program Manager (TPM)
Led estimation with planning poker,Scrum Master
Facilitated value stream mapping,Agile Coach
Created service blueprints,Business Analyst
Designed brutalist UI aesthetics,UI/UX Designer
Created low-fidelity prototypes with Balsamiq,Product Designer
Designed touch target sizing,Interaction Designer
Conducted remote usability testing,UX Researcher
Built design tokens with Theo,Design Systems Engineer
Wrote migration guides for major versions,Technical Writer
Implemented blue-green database deployments,Implementation Specialist
Built proof-of-concept micro-frontends,Solutions Engineer
Created RFP responses for government,Pre-Sales Engineer
Conducted ablation studies on model performance,Research Scientist
Prototyped soft robotics controls,R&D Engineer
Developed quantum machine learning models,Quantum Software Engineer
Built passthrough AR with LiDAR,AR/VR Developer
Created yield farming protocols,Blockchain Developer
Built with Cosmos SDK,Web3 Engineer
Implemented pair programming culture,Engineering Manager
